DA_CAN_RESTR_FLAG,DA_CAN_RESTR_KEY,DA_CAN_RESTR_REMARK,DA_CAN_RESTR_TYPE,PARENT_STATUS_NUMBER,RESTRICTION_TYPE
,02,,01,0908816,CANNED
