API_NUMBER,DA_STATUS_NUMBER,OPERATOR_NAME,LEASE_NAME,center_lat_wgs84,center_lon_wgs84,min_lat_wgs84,max_lat_wgs84,min_lon_wgs84,max_lon_wgs84
544109,0907923,"CONTINENTAL RESOURCES, INC.",BB POOL 3724 C                10,31.821760,102.323565,31.821072786813186,31.822446413186814,102.3227569920747,102.3243736079253
544110,0907924,"CONTINENTAL RESOURCES, INC.",BB POOL 3724 D                10,31.821739,102.323659,31.821051986813185,31.822425613186812,102.3228503922568,102.3244670077432
544108,0907922,"CONTINENTAL RESOURCES, INC.",BB POOL 3724B                 10,31.821780,102.323472,31.821093686813185,31.822467313186813,102.32266349189173,102.32428010810825
933616,0908385,MAGNOLIA OIL & GAS OPERATING LLC,FIVE                         03,30.146285,-96.728517,30.14559845650133,30.146972082874957,-96.72931115500525,-96.72772268119986
933618,0908416,MAGNOLIA OIL & GAS OPERATING LLC,ONE                          03,30.146226,-96.728583,30.145538858136824,30.14691248451045,-96.72937675622504,-96.72778828337925
933615,0908384,MAGNOLIA OIL & GAS OPERATING LLC,SEVEN                        03,30.146315,-96.728484,30.14562815568657,30.147001782060197,-96.72927835439425,-96.7276898801107
933617,0908386,MAGNOLIA OIL & GAS OPERATING LLC,THREE                        03,30.146256,-96.728550,30.145568757316095,30.146942383689723,-96.72934395561624,-96.72775548228906
933619,0908560,MCA PETROLEUM CORPORATION,RY HUFF DRENNER               03,29.752670,-97.153292,29.751982793074358,29.753356419447986,-97.15408285658562,-97.15250065797709
933614,0908043,"SELLERS LEASE SERVICE, INC.",SEPH E. TUPA                  03,29.772166,-97.124489,29.771479362645326,29.772852989018954,-97.12528075113867,-97.1236982446304
530827,0908316,"ABB OIL CO., INC.",LSER                          13,34.057881,-99.721765,34.05719467292146,34.05856829929508,-99.72259413412417,-99.72093611070864
131941,0908526,HILCORP ENERGY COMPANY,A. NEWSOM ESTATE              05,31.511674,-96.263664,31.510987561222482,31.51236118759611,-96.26446924796194,-96.2628580196915
132308,0908708,HILCORP ENERGY COMPANY,A. NEWSOM ESTATE              05,31.512660,-96.252728,31.511972856918202,31.51334648329183,-96.25353354343159,-96.25192229817367
134624,0908477,HILCORP ENERGY COMPANY,A. NEWSOM ESTATE              05,31.516122,-96.248539,31.51543507057546,31.516808696949088,-96.24934496211682,-96.24773365716015
134632,0908481,HILCORP ENERGY COMPANY,A. NEWSOM ESTATE              05,31.515760,-96.258036,31.515073560752306,31.516447187125934,-96.2588413322398,-96.25723003351712
132101,0908852,HILCORP ENERGY COMPANY,C. THOMPSON                   05,31.505243,-96.261265,31.504556642833077,31.505930269206704,-96.26207100504789,-96.26045988763258
134497,0908804,HILCORP ENERGY COMPANY,M. POLLARD GAS UNIT           05,31.521796,-96.266161,31.52110887818927,31.5224825045629,-96.26696663606918,-96.26535523325714
334367,0908525,"EOG RESOURCES, INC.",RBY WEST                      01,28.740404,-99.130822,28.739716749559733,28.74109037593336,-99.13160507016417,-99.13003844729568
539009,0908658,OCCIDENTAL PERMIAN LTD.,INES WASSON CLEARFORK UNIT    11,32.944976,102.823435,32.94428878681319,32.94566241318681,102.82261617920837,102.82425302079163
539010,0908660,OCCIDENTAL PERMIAN LTD.,INES WASSON CLEARFORK UNIT    11,32.944879,102.823438,32.94419258681319,32.94556621318681,102.82261918009887,102.82425601990114
539008,0908598,OXY USA INC.,MINOLE SAN ANDRES UNIT        11,32.771604,102.732300,32.77091688681319,32.77229051318681,102.73148327719092,102.73311692280909
539004,0908278,OXY USA INC.,MINOLE SAN ANDRES UNIT        11,32.777697,102.740372,32.77701038681319,32.77838401318681,102.73955532125919,102.7411890787408
539005,0908279,OXY USA INC.,MINOLE SAN ANDRES UNIT        11,32.771507,102.732300,32.77082068681319,32.77219431318681,102.73148367807379,102.7331173219262
539006,0908280,OXY USA INC.,MINOLE SAN ANDRES UNIT        11,32.767574,102.731651,32.76688758681319,32.76826121318681,102.73083441416624,102.73246798583376
501853,0908403,OXY USA INC.,MINOLE SAN ANDRES UNIT        11,32.767475,102.723444,32.76678818681319,32.76816181318681,102.7226276150783,102.72426118492172
539002,0908255,OXY USA INC.,MINOLE SAN ANDRES UNIT        11,32.764465,102.722429,32.76377798681319,32.76515161318681,102.72161244269677,102.72324595730322
538998,0908190,OXY USA INC.,MINOLE SAN ANDRES UNIT        11,32.758494,102.715643,32.75780768681319,32.75918131318681,102.71482649746187,102.71645990253813
539007,0908281,OXY USA INC.,MINOLE SAN ANDRES UNIT        11,32.764369,102.722426,32.76368178681319,32.76505541318681,102.72160894357934,102.72324245642066
539003,0908277,OXY USA INC.,MINOLE SAN ANDRES UNIT        11,32.758398,102.715643,32.75771148681319,32.75908511318681,102.71482649834417,102.71645990165584
539001,0908233,OXY USA INC.,MINOLE SAN ANDRES UNIT        11,32.752524,102.715832,32.75183708681319,32.75321071318681,102.71501495221351,102.7166482477865
539000,0908232,OXY USA INC.,MINOLE SAN ANDRES UNIT        11,32.752620,102.715832,32.75193318681319,32.75330681318681,102.71501515133238,102.71664844866763
538991,0907927,OXY USA INC.,MINOLE SAN ANDRES UNIT        11,32.735023,102.702663,32.73433618681319,32.73570981318681,102.701846512607,102.703479487393
532304,0908404,OXY USA INC.,ST SEMINOLE SA UNIT           11,32.756456,102.815867,32.75576878681319,32.75714241318681,102.81505001616082,102.81668338383918
533669,0333675,"SABINAL ENERGY OPERATING, LLC",RTH ROBERTSON UNIT            11,32.685275,102.802432,32.68458828681319,32.68596191318681,102.80161566778061,102.80324773221939
532691,0907741,"SABINAL ENERGY OPERATING, LLC","ARTON, A.B.JR. 'B' JOA        11",32.578134,102.684371,32.57744758681319,32.578821213186814,102.68355624426961,102.68518635573038
731373,0908798,HILCORP ENERGY COMPANY,RDON                          03,29.372008,-95.059198,29.371321311521946,29.372694937895574,-95.05998651679123,-95.05841026939173
934316,0906488,"CHOLLA PETROLEUM, INC.","OTT, C. R.                    11",33.270249,101.488010,33.26956188681319,33.270935513186814,101.48718864385275,101.48883155614725
934318,0906493,"CHOLLA PETROLEUM, INC.","OTT, C. R.                    11",33.268463,101.489658,33.26777648681319,33.26915011318681,101.4888366606474,101.4904795393526
934319,0906496,"CHOLLA PETROLEUM, INC.","OTT, C. R.                    11",33.266417,101.487297,33.26573038681319,33.26710401318681,101.48647607989253,101.48811892010747
934320,0906497,"CHOLLA PETROLEUM, INC.","OTT, C. R.                    11",33.264725,101.488834,33.26403868681319,33.26541231318681,101.48801309580277,101.48965590419722
339322,0908474,"BLACK SWAN OPCO, LLC",BTHUMPER                      10,31.986258,101.700784,31.985570686813187,31.986944313186815,101.69997454606242,101.70159405393757
339323,0908476,"BLACK SWAN OPCO, LLC",BTHUMPER                      10,31.986275,101.700707,31.985587986813186,31.986961613186814,101.69989734590972,101.70151685409029
339318,0908317,OXY USA INC.,K POWELL 0895OP               10,31.931386,101.673465,31.930698686813187,31.932072313186815,101.67265532972888,101.67427387027112
339321,0908445,OXY USA INC.,K POWELL 0897OP               10,31.931361,101.673242,31.930674286813186,31.932047913186814,101.67243242994367,101.67405097005634
339324,0908831,OXY USA INC.,"WELL, E.L.                    10",31.934217,101.680286,31.933529886813186,31.934903513186814,101.67947680480572,101.68109539519429
339299,0908234,"PIONEER NATURAL RES. USA, INC.",YMAN-WOODY 22A                10,31.884185,101.739258,31.883498386813187,31.884872013186815,101.73844934471828,101.74006705528171
339300,0908235,"PIONEER NATURAL RES. USA, INC.",YMAN-WOODY 22B                10,31.884200,101.739196,31.883512986813187,31.884886613186815,101.73838724459007,101.74000495540993
339301,0908236,"PIONEER NATURAL RES. USA, INC.",YMAN-WOODY 22C                10,31.884214,101.739134,31.883527486813186,31.884901113186814,101.73832514446275,101.73994285553727
339307,0908237,"PIONEER NATURAL RES. USA, INC.",YMAN-WOODY 22D                10,31.884229,101.739072,31.883542086813186,31.884915713186814,101.73826294433452,101.73988065566549
339302,0908238,"PIONEER NATURAL RES. USA, INC.",YMAN-WOODY 22E                10,31.884243,101.739010,31.883556586813185,31.884930213186813,101.73820084420719,101.73981855579281
339303,0908239,"PIONEER NATURAL RES. USA, INC.",YMAN-WOODY 22F                10,31.883381,101.740620,31.882694686813185,31.884068313186813,101.73981095177605,101.74142864822396
339304,0908240,"PIONEER NATURAL RES. USA, INC.",YMAN-WOODY 22G                10,31.883396,101.740558,31.882709286813185,31.884082913186813,101.73974875164785,101.74136644835215
339305,0908241,"PIONEER NATURAL RES. USA, INC.",YMAN-WOODY 22H                10,31.883411,101.740495,31.882723786813187,31.884097413186815,101.7396866515205,101.74130434847949
339306,0908243,"PIONEER NATURAL RES. USA, INC.",YMAN-WOODY 22I                10,31.883425,101.740433,31.882738386813188,31.884112013186815,101.73962445139232,101.7412421486077
339308,0908245,"PIONEER NATURAL RES. USA, INC.",YMAN-WOODY 22J                10,31.883440,101.740371,31.882752886813186,31.884126513186814,101.73956235126496,101.74118004873503
339309,0908246,"PIONEER NATURAL RES. USA, INC.",YMAN-WOODY 22K                10,31.885755,101.732084,31.885067786813185,31.886441413186812,101.73127503093565,101.73289276906436
339310,0908247,"PIONEER NATURAL RES. USA, INC.",YMAN-WOODY 22L                10,31.885777,101.731991,31.885089986813185,31.886463613186812,101.73118193074068,101.73279966925934
339311,0908248,"PIONEER NATURAL RES. USA, INC.",YMAN-WOODY 22M                10,31.885799,101.731898,31.885112186813185,31.886485813186813,101.7310888305457,101.73270656945431
339312,0908249,"PIONEER NATURAL RES. USA, INC.",YMAN-WOODY 22N                10,31.885821,101.731805,31.885134386813185,31.886508013186813,101.73099573035073,101.73261346964928
339313,0908250,"PIONEER NATURAL RES. USA, INC.",YMAN-WOODY 22O                10,31.884945,101.733441,31.884257886813185,31.885631513186812,101.7326317380484,101.73424946195159
339314,0908251,"PIONEER NATURAL RES. USA, INC.",YMAN-WOODY 22P                10,31.884960,101.733379,31.884272686813187,31.885646313186815,101.73256963791843,101.73418736208157
339315,0908252,"PIONEER NATURAL RES. USA, INC.",YMAN-WOODY 22Q                10,31.884974,101.733317,31.884287586813187,31.885661213186815,101.73250763778758,101.73412536221242
339316,0908253,"PIONEER NATURAL RES. USA, INC.",YMAN-WOODY 22R                10,31.884989,101.733254,31.884302386813186,31.885676013186814,101.73244553765761,101.7340632623424
339317,0908254,"PIONEER NATURAL RES. USA, INC.",YMAN-WOODY 22S                10,31.885004,101.733192,31.884317186813185,31.885690813186812,101.73238353752762,101.73400126247236
734763,0905167,"BAYTEX ENERGY USA, INC.",MAS C                         01,29.660076,-97.178265,29.659389062760283,29.66076268913391,-97.17905517030891,-97.17747442985626
734786,0908312,"BAYTEX ENERGY USA, INC.",RRA E                         01,29.620639,-97.197142,29.61995232879109,29.621325955164718,-97.1979324821662,-97.19635236069068
734787,0908313,"BAYTEX ENERGY USA, INC.",RRA F                         01,29.620639,-97.197095,29.61995232889472,29.621325955268347,-97.197884680816,-97.19630455934049
734788,0908314,"BAYTEX ENERGY USA, INC.",RRA G                         01,29.620639,-97.197048,29.61995232899661,29.62132595537024,-97.1978376794884,-97.19625755801289
734783,0908021,"EOG RESOURCES, INC.",HAN A                         01,29.152943,-97.564043,29.152256634665083,29.15363026103871,-97.56482955633885,-97.56325668212597
734784,0908022,"EOG RESOURCES, INC.",HAN B                         01,29.152941,-97.564212,29.15225393437596,29.153627560749587,-97.56499846105403,-97.5634255868825
734785,0908023,"EOG RESOURCES, INC.",HAN C                         01,29.152942,-97.564128,29.152255234522205,29.153628860895832,-97.5649139586945,-97.56334108450308
933664,0908379,"BLACK BELT OPERATING, LLC",MINI                          03,30.473106,-94.220226,30.47241885168918,30.47379247806281,-94.22102272224858,-94.21942894282161
933047,0908830,MOSBACHER ENERGY COMPANY,"LIOTT, B.P.                   03",30.420195,-94.218011,30.419507996229196,30.420881622602824,-94.21880761560132,-94.21721470105433
933663,0907599,"WHITEHEAD RESOURCES, LTD.",RIOLA FEE                     03,30.228637,-94.239599,30.227949980170795,30.229323606544423,-94.24039427987688,-94.23880447737608
331858,0908019,"BROOKSTON ENERGY, INC.",BE                            06,32.495620,-94.129986,32.49493360202731,32.49630722840093,-94.13080064901862,-94.12917203457519
335743,0907928,"RFE OPERATING, LLC",GHTING OKRA (AW)              06,32.726993,-94.235368,32.726306133667734,32.727679760041354,-94.2361847878135,-94.23455196012318
335733,0907351,SABINE OIL & GAS CORPORATION,NNER B CV (AW)                06,32.495232,-94.519407,32.49454535454869,32.49591898092231,-94.52022136669873,-94.51859275928464
335734,0907353,SABINE OIL & GAS CORPORATION,NNER C HS (AW)                06,32.495232,-94.519472,32.49454505444441,32.49591868081803,-94.52028596858933,-94.51865736118067
332470,0908781,SHELBY OPERATING COMPANY,B                             06,32.448882,-94.049377,32.448195335136525,32.449568961510145,-94.05019125528125,-94.0485634860751
335728,0907148,SILVER HILL ENERGY OPERATING LLC,UBLE RANCH DEEP ALLOC B       06,32.518129,-94.076380,32.517442412476115,32.518816038849735,-94.07719453092932,-94.07556550872565
335729,0907149,SILVER HILL ENERGY OPERATING LLC,UBLE RANCH DEEP ALLOC C       06,32.518129,-94.076283,32.517442412635006,32.51881603900863,-94.07709712807012,-94.07546810586645
335749,0908697,TGNR EAST TEXAS II LLC,7D ROGERS AN                  06,32.459413,-94.143833,32.458726309810466,32.460099936184086,-94.14464684493241,-94.14301888545016
335750,0908698,TGNR EAST TEXAS II LLC,7D ROGERS BN                  06,32.459467,-94.143846,32.45878020840201,32.46015383477563,-94.14465994592702,-94.14303198547067
335747,0908613,VALENCE OPERATING COMPANY,"EWSTER, NANCY GAS UNIT        06",32.460442,-94.422774,32.45975471555797,32.46112834193159,-94.42358753578205,-94.421959557713
335747,0908613,VALENCE OPERATING COMPANY,"EWSTER, NANCY GAS UNIT        06",32.460442,-94.422774,32.45975471555797,32.46112834193159,-94.42358753578205,-94.421959557713
733057,0907739,ENERGY TRANSFER COMPANY,14.5                         08,33.181394,-99.865955,33.18070671953425,33.18208034590787,-99.86677544604302,-99.86513420181058
733058,0908758,ENERGY TRANSFER COMPANY,14.7                         08,33.188898,-99.867498,33.18821082854698,33.1895844549206,-99.86831859329038,-99.86667720846819
733060,0908762,ENERGY TRANSFER COMPANY,15.65                        08,33.329873,-99.909049,33.32918662023158,33.3305602466052,-99.90987103361795,-99.90822699787819
733059,0908763,ENERGY TRANSFER COMPANY,15.85                        08,33.391325,-99.932306,33.39063774215594,33.39201136852956,-99.93312905770584,-99.93148386063358
135676,0908686,MEWBOURNE OIL COMPANY,SCHEL 58/2 A                  14,35.957294,100.261786,35.95660758681319,35.95798121318681,100.26093761146028,100.26263458853971
534144,0908132,"ROYAL PRODUCTION COMPANY, INC.",INBURG UNIT                   04,26.272186,-98.177672,26.27149875044424,26.27287237681787,-98.17843792867154,-98.17690606271222
730773,0907684,ATMOS PIPELINE - TEXAS,32                            03,32.049681,-97.159847,32.04899384790442,32.05036747427804,-97.16065719194128,-97.15903656269091
937546,0904369,"SABINAL ENERGY OPERATING, LLC","AUGHTER, BOB                  11",33.460568,102.475990,33.45988118681319,33.46125481318681,102.47516674504674,102.47681325495326
937556,0908775,TALL CITY BRINE LLC,VELLAND BRINE                 11,33.544087,102.485682,33.54340038681319,33.54477401318681,102.48485825029965,102.48650634970033
742754,0908683,LANGFORD & BRIGHAM OPERATING LLC,HARDIN UNIT 31-42            10,32.503184,101.451986,32.50249708681319,32.503870713186814,101.45117202429522,101.45280077570477
742723,0907907,OXY USA INC.,NERAL SPRINGS 1440DP          10,32.196386,101.501783,32.19569928681319,32.19707291318681,101.5009716816409,101.5025949183591
742728,0907918,OXY USA INC.,NERAL SPRINGS 1481CP          10,32.196436,101.501564,32.19574928681319,32.19712291318681,101.50075228119493,101.50237551880505
742732,0908160,"OXYROCK OPERATING, LLC",ADY OAK                       10,32.317214,101.681463,32.31652668681319,32.31790031318681,101.68065070071694,101.68227609928306
742733,0908162,"OXYROCK OPERATING, LLC",ADY OAK                       10,32.317236,101.681372,32.31654888681319,32.31792251318681,101.68055900051775,101.68218439948225
742734,0908163,"OXYROCK OPERATING, LLC",ADY OAK                       10,32.317258,101.681277,32.31657108681319,32.31794471318681,101.68046460031854,101.68208999968147
742753,0908427,"OXYROCK OPERATING, LLC",ADY OAK                       10,32.317280,101.681183,32.31659338681319,32.31796701318681,101.68037010011845,101.68199549988155
742748,0908428,"OXYROCK OPERATING, LLC",ADY OAK                       10,32.317300,101.681088,32.31661278681319,32.31798641318681,101.68027569994436,101.68190110005563
742750,0908429,"OXYROCK OPERATING, LLC",ADY OAK E                     10,32.317602,101.679761,32.31691558681319,32.31828921318681,101.67894789722735,101.68057330277264
742752,0908430,"OXYROCK OPERATING, LLC",ADY OAK E                     10,32.317625,101.679666,32.31693778681319,32.31831141318681,101.67885349702814,101.68047890297186
742744,0908449,"OXYROCK OPERATING, LLC",ADY OAK E                     10,32.317647,101.679572,32.31696038681319,32.31833401318681,101.67875949682535,101.68038490317464
742745,0908451,"OXYROCK OPERATING, LLC",ADY OAK E                     10,32.317666,101.679480,32.31697948681319,32.31835311318681,101.67866739665398,101.68029280334603
742746,0908452,"OXYROCK OPERATING, LLC",ADY OAK F                     10,32.317972,101.678150,32.31728498681319,32.31865861318681,101.67733689391267,101.67896230608733
742747,0908453,"OXYROCK OPERATING, LLC",ADY OAK F                     10,32.317991,101.678058,32.31730448681319,32.31867811318681,101.67724519373769,101.67887060626231
742749,0908468,"OXYROCK OPERATING, LLC",ADY OAK F                     10,32.318013,101.677963,32.31732668681319,32.31870031318681,101.67715069353848,101.67877610646151
742751,0908473,"OXYROCK OPERATING, LLC",ADY OAK F                     10,32.318036,101.677869,32.31734888681319,32.31872251318681,101.67705629333928,101.67868170666073
742742,0908421,SM ENERGY COMPANY,PAGIORGIO LOUISE A            10,32.296530,101.453653,32.29584318681319,32.29721681318681,101.4528401862125,101.45446521378751
742743,0908422,SM ENERGY COMPANY,PAGIORGIO LOUISE C            10,32.296546,101.453573,32.29585958681319,32.29723321318681,101.45275998606549,101.45438501393453
742647,0904255,"SURGE OPERATING, LLC",D HULK UNIT A 40-33           10,32.130357,101.517305,32.12966978681319,32.13104341318681,101.51649426960513,101.51811633039488
742648,0904256,"SURGE OPERATING, LLC",D HULK UNIT A 40-33           10,32.130374,101.517227,32.12968678681319,32.13106041318681,101.51641626945401,101.51803833054599
742649,0904258,"SURGE OPERATING, LLC",D HULK UNIT A 40-33           10,32.130392,101.517149,32.12970518681319,32.13107881318681,101.51633796929043,101.51796003070957
742650,0904259,"SURGE OPERATING, LLC",D HULK UNIT A 40-33           10,32.130409,101.517071,32.12972218681319,32.13109581318681,101.5162599691393,101.5178820308607
742651,0904261,"SURGE OPERATING, LLC",D HULK UNIT A 40-33           10,32.130427,101.516992,32.12973978681319,32.13111341318681,101.51618126898283,101.51780333101716
536269,0838591,"PERMIAN RESOURCES OPERATING, LLC",ODS 212-217 ALLOC 14A         09,31.202264,101.252337,31.201577586813187,31.202951213186815,101.2515338325877,101.25313976741229
739476,0908718,"B.O.L.D. OIL AND GAS, LLC",SE - STEWART                  13,33.235272,-98.065561,33.23458495864715,33.23595858502077,-98.06638215576271,-98.06473990095967
740691,0908760,"JLW OPERATIONS, LLC",ASTER                         13,33.207294,-98.195010,33.20660670855113,33.20798033492475,-98.1958310767622,-98.19418934707144
739058,0908015,"OAKRIDGE OIL AND GAS, LP","TLEDGE, L.                    13",33.121055,-98.074017,33.1203686585524,33.12174228492602,-98.07483721292874,-98.07319709723521
740690,0908418,"OAKRIDGE OIL AND GAS, LP",RSHAM STEED UNIT              13,33.151082,-98.071535,33.15039472094123,33.15176834731485,-98.07235523132036,-98.07071455445288
740503,0908709,"RIO BRAVO PRODUCTION, LLC",NDERSON-OTIS                  13,33.328191,-98.238151,33.327504325195605,33.328877951569226,-98.23897312953369,-98.23732912553712
532919,0905403,"BALLARD EXPLORATION COMPANY,INC.",EP SKY                        03,30.058157,-94.333490,30.057469983241578,30.058843609615206,-94.33428343976009,-94.33269638177158
532925,0908369,"GOLDEN TRIANGLE STORAGE, LLC",LDEN TRIANGLE STORAGE DISPOSAL03,30.024042,-94.112633,30.023355642184853,30.02472926855848,-94.11342668284183,-94.11184017122847
532897,0908488,KINGWOOD EXPLORATION LLC,FADDIN RANCH                  03,29.776501,-93.974319,29.775813879040914,29.777187505414542,-93.9751099733026,-93.97352739830028
532926,0907803,"RHEACO OIL COMPANY, LTD.",RADLEY                       03,30.022978,-94.079058,30.022291625049498,30.023665251423125,-94.07985161225687,-94.0782651176697
932685,0908782,"CIMARRON ENGINEERING, LLC",VAST                          04,27.734173,-98.059293,27.733486102333615,27.734859728707242,-98.06006935899472,-98.05851744260391
531936,0908684,BURLINGTON RESOURCES O & G CO LP,OSE UNIT A                    02,28.967948,-97.780463,28.967260691218158,28.968634317591786,-97.78124808268058,-97.77967802799495
531809,0908807,BURLINGTON RESOURCES O & G CO LP,NSSEN UNIT A                  02,28.881468,-97.847458,28.880780689542853,28.88215431591648,-97.84824225266098,-97.84667350695162
532510,0908647,BURLINGTON RESOURCES O & G CO LP,RTH VICKERS UNIT B            02,29.046627,-97.738912,29.04594049393954,29.047314120313168,-97.73969804461639,-97.73812679400815
536677,0908654,BURLINGTON RESOURCES O & G CO LP,RANJO-PETERS-KS ULW A         02,28.990019,-97.754174,28.9893325505495,28.990706176923126,-97.75495937765922,-97.75338898796682
533779,0908288,BURLINGTON RESOURCES O & G CO LP,TERSON UNIT A                 02,28.980654,-97.753565,28.979967548677163,28.98134117505079,-97.75435046234888,-97.75278021484444
531841,0908357,BURLINGTON RESOURCES O & G CO LP,NTA NORTH UNIT 2              02,28.977458,-97.780616,28.976771389286945,28.978145015660573,-97.78140118675005,-97.77983098775711
531859,0908354,BURLINGTON RESOURCES O & G CO LP,NTA NORTH UNIT 3              02,28.977466,-97.780541,28.976778689224034,28.97815231559766,-97.7813261847253,-97.77975598562158
538213,0904687,"DEVON ENERGY PRODUCTION CO, L.P.",RNICE-FALLS CITY AW C         02,28.966865,-98.007930,28.966177809268732,28.96755143564236,-98.00871454126585,-98.00714450300654
538215,0904689,"DEVON ENERGY PRODUCTION CO, L.P.",RNICE-FALLS CITY AW D         02,28.966866,-98.007867,28.96617890937831,28.96755253575194,-98.00865153951385,-98.00708150123783
538274,0908534,MAGNOLIA OIL & GAS OPERATING LLC,DIOSLAVE                      02,29.030280,-97.863145,29.02959293045259,29.03096655682622,-97.86393015489688,-97.86235915316323
538275,0908536,MAGNOLIA OIL & GAS OPERATING LLC,DIOSLAVE                      02,29.030335,-97.863145,29.029647728718235,29.031021355091863,-97.86393075549152,-97.86235975292395
538277,0908540,MAGNOLIA OIL & GAS OPERATING LLC,DIOSLAVE                      02,29.030390,-97.863146,29.029702826975072,29.0310764533487,-97.86393105608093,-97.86236005267489
538278,0908541,MAGNOLIA OIL & GAS OPERATING LLC,DIOSLAVE                      02,29.030445,-97.863145,29.02975812522696,29.031131751600586,-97.86393075665563,-97.86235975240808
538279,0908542,MAGNOLIA OIL & GAS OPERATING LLC,DIOSLAVE                      02,29.030500,-97.863146,29.029813223483803,29.03118684985743,-97.86393105724504,-97.86236005215902
538280,0908544,MAGNOLIA OIL & GAS OPERATING LLC,DIOSLAVE                      02,29.030555,-97.863146,29.029868121747207,29.031241748120834,-97.86393125782953,-97.86236025190809
538282,0908545,MAGNOLIA OIL & GAS OPERATING LLC,DIOSLAVE A                    02,29.030610,-97.863146,29.029923220004527,29.031296846378154,-97.86393135841335,-97.86236035165344
538283,0908546,MAGNOLIA OIL & GAS OPERATING LLC,DIOSLAVE A                    02,29.030665,-97.863146,29.029978218265217,29.031351844638845,-97.8639313589933,-97.86236035139642
538285,0908548,MAGNOLIA OIL & GAS OPERATING LLC,DIOSLAVE A                    02,29.030720,-97.863146,29.03003311652819,29.03140674290182,-97.86393175958341,-97.86236075115107
538271,0907967,MARATHON OIL EF LLC,HNSON-TSCHIRHART UNIT         02,28.776050,-97.934502,28.775363160470608,28.776736786844236,-97.93528548600145,-97.93371832813719
538265,0907713,MARATHON OIL EF LLC,LLER RIDOUT MIKKELSON SA3     02,28.870471,-97.927620,28.869784558676574,28.871158185050202,-97.92840418048701,-97.92683560080462
538281,0908524,MURPHY EXPL. & PROD. CO. - USA,ICE MAY BARNETT EAST PSA B    02,28.930116,-97.844522,28.92942944813137,28.930803074504997,-97.84530657999719,-97.84373709864045
538284,0908527,MURPHY EXPL. & PROD. CO. - USA,ICE MAY BARNETT EAST PSA C    02,28.930152,-97.844475,28.929465447093328,28.930839073466956,-97.84525957905872,-97.84369009715694
538286,0908528,MURPHY EXPL. & PROD. CO. - USA,ICE MAY BARNETT EAST PSA D    02,28.930188,-97.844428,28.92950144605528,28.930875072428908,-97.84521257812021,-97.84364309567341
538287,0908529,MURPHY EXPL. & PROD. CO. - USA,ICE MAY BARNETT EAST PSA E    02,28.930224,-97.844381,28.92953744501723,28.930911071390856,-97.84516557718173,-97.84359609418989
538288,0908530,MURPHY EXPL. & PROD. CO. - USA,ICE MAY BARNETT EAST PSA F    02,28.932415,-97.841326,28.931728382282987,28.933102008656615,-97.84211051461698,-97.8405409984516
538289,0908531,MURPHY EXPL. & PROD. CO. - USA,ICE MAY BARNETT EAST PSA G    02,28.932452,-97.841281,28.931765381208766,28.933139007582394,-97.84206551374496,-97.84049599701933
538276,0908523,MURPHY EXPL. & PROD. CO. - USA,LLONALICEMAY BARNETTEAST PSA A02,28.930080,-97.844570,28.929393449167165,28.930767075540793,-97.84535458096367,-97.84378510015198
538290,0908532,MURPHY EXPL. & PROD. CO. - USA,BARNETT EAST ALICE MAY PSA H 02,28.932490,-97.841235,28.931803380105034,28.93317700647866,-97.84201951285542,-97.8404499955544
538291,0908533,MURPHY EXPL. & PROD. CO. - USA,BARNETT EAST ALICE MAY PSA I 02,28.932528,-97.841190,28.93184137899903,28.93321500537266,-97.84197451199388,-97.84040499411749
538292,0908543,MURPHY EXPL. & PROD. CO. - USA,BARNETT EAST ALICE MAY PSA J 02,28.932565,-97.841144,28.931878377927067,28.933252004300694,-97.84192851109385,-97.84035899265722
535243,0821668,MURPHY EXPL. & PROD. CO. - USA,MINERAL UNIT                 02,28.937129,-97.836649,28.93644174306886,28.937815369442486,-97.83743413310475,-97.83586454556064
535244,0821670,MURPHY EXPL. & PROD. CO. - USA,MINERAL UNIT                 02,28.937170,-97.836712,28.93648364159719,28.937857267970816,-97.83749643528871,-97.83592684711
538267,0907818,"ROSEWOOD RESOURCES, INC.",NTIPEDE SOUTH UNIT            02,28.735024,-97.909705,28.734337531909595,28.735711158283223,-97.91048836582463,-97.90892182360524
933053,0908415,GUNN OIL COMPANY,OWNFIELD                      11,33.531924,100.446098,33.53123758681319,33.53261121318681,100.4452742662421,100.4469221337579
933054,0908484,GUNN OIL COMPANY,OWNFIELD                      11,33.550227,100.435468,33.54953988681319,33.55091351318681,100.4346442917481,100.43629250825191
933055,0908485,GUNN OIL COMPANY,OWNFIELD                      11,33.553615,100.410760,33.55292848681319,33.55430211318681,100.40993605942387,100.41158434057613
933056,0908777,GUNN OIL COMPANY,ERIDAN RANCH                  11,33.497260,100.272458,33.49657318681319,33.49794681318681,100.27163429629958,100.27328150370043
532388,0908764,ENERGY TRANSFER COMPANY,16.85                        13,33.450925,-99.953017,33.45023792328837,33.45161154966199,-99.95384008540198,-99.95219375859845
532384,0908765,ENERGY TRANSFER COMPANY,16.9                         13,33.468406,-99.959564,33.467718977476146,33.46909260384977,-99.96038731853412,-99.95874065974192
532385,0908769,ENERGY TRANSFER COMPANY,17.35                        13,33.510131,-99.972615,33.50944412336618,33.5108177497398,-99.97343887840447,-99.9717914260342
532386,0908779,ENERGY TRANSFER COMPANY,17.45                        13,33.543841,-99.984237,33.543154170572315,33.544527796945935,-99.9850610864512,-99.98341299174604
